Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1,1,18/10/2022,TD Garden,Boston Celtics,Philadelphia 76ers,126 - 117
2,1,19/10/2022,Chase Center,Golden State Warriors,Los Angeles Lakers,123 - 109
3,1,19/10/2022,Little Caesars Arena,Detroit Pistons,Orlando Magic,113 - 109
4,1,19/10/2022,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,107 - 114
5,1,19/10/2022,State Farm Arena,Atlanta Hawks,Houston Rockets,117 - 107
6,1,19/10/2022,Barclays Center,Brooklyn Nets,New Orleans Pelicans,108 - 130
7,1,19/10/2022,FTX Arena,Miami Heat,Chicago Bulls,108 - 116
8,1,19/10/2022,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,108 - 105
9,1,19/10/2022,FedExForum,Memphis Grizzlies,New York Knicks,115 - 112
10,1,20/10/2022,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,115 - 108
11,1,20/10/2022,AT&T Center,San Antonio Spurs,Charlotte Hornets,102 - 129
12,1,20/10/2022,Vivint Arena,Utah Jazz,Denver Nuggets,123 - 102
13,1,20/10/2022,Footprint Center,Phoenix Suns,Dallas Mavericks,107 - 105
14,1,20/10/2022,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,108 - 115
15,1,20/10/2022,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,88 - 90
16,1,21/10/2022,Crypto.com Arena,Los Angeles Lakers,LA Clippers,97 - 103
17,1,21/10/2022,Spectrum Center,Charlotte Hornets,New Orleans Pelicans,112 - 124
18,1,21/10/2022,Gainbridge Fieldhouse,Indiana Pacers,San Antonio Spurs,134 - 137
19,1,21/10/2022,Capital One Arena,Washington Wizards,Chicago Bulls,102 - 100
20,1,21/10/2022,State Farm Arena,Atlanta Hawks,Orlando Magic,108 - 98
21,1,21/10/2022,Barclays Center,Brooklyn Nets,Toronto Raptors,109 - 105
22,1,21/10/2022,FTX Arena,Miami Heat,Boston Celtics,104 - 111
23,1,21/10/2022,Madison Square Garden,New York Knicks,Detroit Pistons,130 - 106
24,1,22/10/2022,Toyota Center,Houston Rockets,Memphis Grizzlies,122 - 129
25,1,22/10/2022,Target Center,Minnesota Timberwolves,Utah Jazz,126 - 132
26,1,22/10/2022,Chase Center,Golden State Warriors,Denver Nuggets,123 - 128
27,1,22/10/2022,Moda Center,Portland Trail Blazers,Phoenix Suns,113 - 111
28,1,22/10/2022,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,105 - 114
29,1,22/10/2022,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,124 - 115
30,1,22/10/2022,Amway Center,Orlando Magic,Boston Celtics,120 - 126
31,1,23/10/2022,FTX Arena,Miami Heat,Toronto Raptors,112 - 109
32,1,23/10/2022,United Center,Chicago Bulls,Cleveland Cavaliers,96 - 128
33,1,23/10/2022,Fiserv Forum,Milwaukee Bucks,Houston Rockets,125 - 105
34,1,23/10/2022,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,137 - 96
35,1,23/10/2022,Ball Arena,Denver Nuggets,Oklahoma City Thunder,122 - 117
36,1,23/10/2022,Golden 1 Center,Sacramento Kings,LA Clippers,109 - 111
37,1,23/10/2022,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,104 - 106
38,1,23/10/2022,State Farm Arena,Atlanta Hawks,Charlotte Hornets,109 - 126
39,1,23/10/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,117 - 107
40,1,23/10/2022,Smoothie King Center,New Orleans Pelicans,Utah Jazz,121 - 122
41,1,24/10/2022,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,106 - 116
42,1,24/10/2022,Chase Center,Golden State Warriors,Sacramento Kings,130 - 125
43,1,24/10/2022,Crypto.com Arena,LA Clippers,Phoenix Suns,95 - 112
44,1,24/10/2022,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,120 - 106
45,1,24/10/2022,FTX Arena,Miami Heat,Toronto Raptors,90 - 98
46,1,24/10/2022,Madison Square Garden,New York Knicks,Orlando Magic,115 - 102
47,1,25/10/2022,United Center,Chicago Bulls,Boston Celtics,120 - 102
48,1,25/10/2022,Toyota Center,Houston Rockets,Utah Jazz,114 - 108
49,1,25/10/2022,FedExForum,Memphis Grizzlies,Brooklyn Nets,134 - 124
50,1,25/10/2022,Target Center,Minnesota Timberwolves,San Antonio Spurs,106 - 115
51,1,25/10/2022,Moda Center,Portland Trail Blazers,Denver Nuggets,135 - 110
52,1,25/10/2022,Capital One Arena,Washington Wizards,Detroit Pistons,120 - 99
53,1,25/10/2022,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,113 - 111
54,1,26/10/2022,Paycom Center,Oklahoma City Thunder,LA Clippers,108 - 94
55,1,26/10/2022,Footprint Center,Phoenix Suns,Golden State Warriors,134 - 105
56,1,26/10/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,103 - 92
57,1,26/10/2022,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,113 - 118
58,1,26/10/2022,Madison Square Garden,New York Knicks,Charlotte Hornets,134 - 131
59,1,26/10/2022,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,119 - 109
60,1,26/10/2022,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,110 - 99
61,1,27/10/2022,United Center,Chicago Bulls,Indiana Pacers,124 - 109
62,1,27/10/2022,Target Center,Minnesota Timberwolves,San Antonio Spurs,134 - 122
63,1,27/10/2022,Vivint Arena,Utah Jazz,Houston Rockets,109 - 101
64,1,27/10/2022,Ball Arena,Denver Nuggets,Los Angeles Lakers,110 - 99
65,1,27/10/2022,Moda Center,Portland Trail Blazers,Miami Heat,98 - 119
66,2,27/10/2022,Barclays Center,Brooklyn Nets,Dallas Mavericks,125 - 129
67,2,28/10/2022,Paycom Center,Oklahoma City Thunder,LA Clippers,118 - 110
68,2,28/10/2022,Chase Center,Golden State Warriors,Miami Heat,123 - 110
69,2,28/10/2022,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,110 - 125
70,2,28/10/2022,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,112 - 136
71,2,28/10/2022,Amway Center,Orlando Magic,Charlotte Hornets,113 - 93
72,2,28/10/2022,TD Garden,Boston Celtics,Cleveland Cavaliers,123 - 132
73,2,28/10/2022,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,90 - 112
74,2,28/10/2022,Capital One Arena,Washington Wizards,Indiana Pacers,117 - 127
75,2,29/10/2022,Fiserv Forum,Milwaukee Bucks,New York Knicks,119 - 108
76,2,29/10/2022,Target Center,Minnesota Timberwolves,Los Angeles Lakers,111 - 102
77,2,29/10/2022,AT&T Center,San Antonio Spurs,Chicago Bulls,129 - 124
78,2,29/10/2022,Ball Arena,Denver Nuggets,Utah Jazz,117 - 101
79,2,29/10/2022,Footprint Center,Phoenix Suns,New Orleans Pelicans,124 - 111
80,2,29/10/2022,Moda Center,Portland Trail Blazers,Houston Rockets,125 - 111
81,2,29/10/2022,Golden 1 Center,Sacramento Kings,Miami Heat,119 - 113
82,2,29/10/2022,Spectrum Center,Charlotte Hornets,Golden State Warriors,120 - 113
83,2,29/10/2022,Barclays Center,Brooklyn Nets,Indiana Pacers,116 - 125
84,2,30/10/2022,United Center,Chicago Bulls,Philadelphia 76ers,109 - 114
85,2,30/10/2022,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,123 - 115
86,2,30/10/2022,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,111 - 117
87,2,30/10/2022,Vivint Arena,Utah Jazz,Memphis Grizzlies,124 - 123
88,2,30/10/2022,Crypto.com Arena,LA Clippers,New Orleans Pelicans,91 - 112
89,2,30/10/2022,TD Garden,Boston Celtics,Washington Wizards,112 - 94
90,2,30/10/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,121 - 108
91,2,30/10/2022,Little Caesars Arena,Detroit Pistons,Golden State Warriors,128 - 114
92,2,30/10/2022,AT&T Center,San Antonio Spurs,Minnesota Timberwolves,107 - 98
93,2,30/10/2022,American Airlines Center,Dallas Mavericks,Orlando Magic,114 - 105
94,2,31/10/2022,Footprint Center,Phoenix Suns,Houston Rockets,124 - 109
95,2,31/10/2022,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,121 - 110
96,2,31/10/2022,Spectrum Center,Charlotte Hornets,Sacramento Kings,108 - 115
97,2,31/10/2022,Capital One Arena,Washington Wizards,Philadelphia 76ers,111 - 118
98,2,31/10/2022,Barclays Center,Brooklyn Nets,Indiana Pacers,116 - 109
99,2,31/10/2022,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,139 - 109
100,2,1/11/2022,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,110 - 108
101,2,1/11/2022,Vivint Arena,Utah Jazz,Memphis Grizzlies,121 - 105
102,2,1/11/2022,Crypto.com Arena,LA Clippers,Houston Rockets,95 - 93
103,2,1/11/2022,Barclays Center,Brooklyn Nets,Chicago Bulls,99 - 108
104,2,1/11/2022,FTX Arena,Miami Heat,Golden State Warriors,116 - 109
105,2,2/11/2022,Paycom Center,Oklahoma City Thunder,Orlando Magic,116 - 108
106,2,2/11/2022,Footprint Center,Phoenix Suns,Minnesota Timberwolves,116 - 107
108,2,2/11/2022,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,111 - 121
107,2,2/11/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,114 - 113
109,2,2/11/2022,FTX Arena,Miami Heat,Sacramento Kings,110 - 107
110,2,2/11/2022,Madison Square Garden,New York Knicks,Atlanta Hawks,99 - 112
111,2,3/11/2022,United Center,Chicago Bulls,Charlotte Hornets,106 - 88
112,2,3/11/2022,Toyota Center,Houston Rockets,LA Clippers,101 - 109
113,2,3/11/2022,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,116 - 91
114,2,3/11/2022,AT&T Center,San Antonio Spurs,Toronto Raptors,100 - 143
115,2,3/11/2022,American Airlines Center,Dallas Mavericks,Utah Jazz,103 - 100
116,2,3/11/2022,Moda Center,Portland Trail Blazers,Memphis Grizzlies,106 - 111
117,2,3/11/2022,Crypto.com Arena,Los Angeles Lakers,New Orleans Pelicans,120 - 117
118,3,3/11/2022,Amway Center,Orlando Magic,Golden State Warriors,130 - 129
119,3,4/11/2022,Paycom Center,Oklahoma City Thunder,Denver Nuggets,110 - 122
120,3,4/11/2022,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,88 - 112
121,3,4/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,101 - 99
122,3,4/11/2022,Wells Fargo Center,Philadelphia 76ers,New York Knicks,104 - 106
123,3,4/11/2022,Capital One Arena,Washington Wizards,Brooklyn Nets,86 - 128
124,3,4/11/2022,TD Garden,Boston Celtics,Chicago Bulls,123 - 119
125,3,5/11/2022,FedExForum,Memphis Grizzlies,Charlotte Hornets,130 - 99
126,3,5/11/2022,AT&T Center,San Antonio Spurs,LA Clippers,106 - 113
127,3,5/11/2022,American Airlines Center,Dallas Mavericks,Toronto Raptors,111 - 110
128,3,5/11/2022,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,114 - 105
129,3,5/11/2022,Target Center,Minnesota Timberwolves,Milwaukee Bucks,102 - 115
130,3,5/11/2022,Footprint Center,Phoenix Suns,Portland Trail Blazers,106 - 108
131,3,5/11/2022,Crypto.com Arena,Los Angeles Lakers,Utah Jazz,116 - 130
132,3,5/11/2022,Amway Center,Orlando Magic,Sacramento Kings,123 - 126
133,3,5/11/2022,Spectrum Center,Charlotte Hornets,Brooklyn Nets,94 - 98
134,3,5/11/2022,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,124 - 121
135,3,5/11/2022,Madison Square Garden,New York Knicks,Boston Celtics,118 - 133
136,3,6/11/2022,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,108 - 94
137,3,6/11/2022,Target Center,Minnesota Timberwolves,Houston Rockets,129 - 117
138,3,6/11/2022,Ball Arena,Denver Nuggets,San Antonio Spurs,126 - 101
139,3,6/11/2022,Footprint Center,Phoenix Suns,Portland Trail Blazers,102 - 82
140,3,6/11/2022,Crypto.com Arena,Los Angeles Lakers,Cleveland Cavaliers,100 - 114
141,3,6/11/2022,Scotiabank Arena,Toronto Raptors,Chicago Bulls,113 - 104
142,3,6/11/2022,FedExForum,Memphis Grizzlies,Washington Wizards,103 - 97
143,3,7/11/2022,Crypto.com Arena,LA Clippers,Utah Jazz,102 - 110
144,3,8/11/2022,Spectrum Center,Charlotte Hornets,Washington Wizards,100 - 108
145,3,8/11/2022,Amway Center,Orlando Magic,Houston Rockets,127 - 134
146,3,8/11/2022,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,112 - 103
147,3,8/11/2022,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,129 - 122
148,3,8/11/2022,Wells Fargo Center,Philadelphia 76ers,Phoenix Suns,100 - 88
149,3,8/11/2022,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,117 - 98
150,3,8/11/2022,FTX Arena,Miami Heat,Portland Trail Blazers,107 - 110
151,3,8/11/2022,United Center,Chicago Bulls,Toronto Raptors,111 - 97
152,3,8/11/2022,FedExForum,Memphis Grizzlies,Boston Celtics,106 - 109
153,3,8/11/2022,Target Center,Minnesota Timberwolves,New York Knicks,107 - 120
154,3,8/11/2022,AT&T Center,San Antonio Spurs,Denver Nuggets,109 - 115
155,3,8/11/2022,American Airlines Center,Dallas Mavericks,Brooklyn Nets,96 - 94
156,3,8/11/2022,Chase Center,Golden State Warriors,Sacramento Kings,116 - 113
157,3,8/11/2022,Vivint Arena,Utah Jazz,Los Angeles Lakers,139 - 116
158,3,8/11/2022,Crypto.com Arena,LA Clippers,Cleveland Cavaliers,119 - 117
161,3,9/11/2022,Amway Center,Orlando Magic,Dallas Mavericks,94 - 87
159,3,10/11/2022,Spectrum Center,Charlotte Hornets,Portland Trail Blazers,95 - 105
160,3,10/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Denver Nuggets,119 - 122
162,3,10/11/2022,State Farm Arena,Atlanta Hawks,Utah Jazz,119 - 125
163,3,10/11/2022,TD Garden,Boston Celtics,Detroit Pistons,128 - 112
164,3,10/11/2022,Barclays Center,Brooklyn Nets,New York Knicks,112 - 85
165,3,10/11/2022,Scotiabank Arena,Toronto Raptors,Houston Rockets,116 - 109
166,3,10/11/2022,United Center,Chicago Bulls,New Orleans Pelicans,111 - 115
167,3,10/11/2022,Target Center,Minnesota Timberwolves,Phoenix Suns,117 - 129
168,3,10/11/2022,Paycom Center,Oklahoma City Thunder,Milwaukee Bucks,132 - 136
169,3,10/11/2022,AT&T Center,San Antonio Spurs,Memphis Grizzlies,122 - 124
170,3,10/11/2022,Crypto.com Arena,LA Clippers,Los Angeles Lakers,114 - 101
171,3,10/11/2022,Golden 1 Center,Sacramento Kings,Cleveland Cavaliers,127 - 120
172,4,11/11/2022,Capital One Arena,Washington Wizards,Dallas Mavericks,113 - 105
173,4,11/11/2022,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,104 - 95
174,4,11/11/2022,FTX Arena,Miami Heat,Charlotte Hornets,117 - 112
175,4,11/11/2022,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,95 - 106
176,4,12/11/2022,TD Garden,Boston Celtics,Denver Nuggets,131 - 112
177,4,12/11/2022,Amway Center,Orlando Magic,Phoenix Suns,114 - 97
178,4,12/11/2022,Madison Square Garden,New York Knicks,Detroit Pistons,121 - 112
179,4,12/11/2022,Paycom Center,Oklahoma City Thunder,Toronto Raptors,132 - 113
180,4,12/11/2022,AT&T Center,San Antonio Spurs,Milwaukee Bucks,111 - 93
181,4,12/11/2022,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,114 - 103
182,4,12/11/2022,Chase Center,Golden State Warriors,Cleveland Cavaliers,106 - 101
183,4,12/11/2022,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,114 - 120
184,4,12/11/2022,Crypto.com Arena,LA Clippers,Brooklyn Nets,95 - 110
185,4,12/11/2022,Capital One Arena,Washington Wizards,Utah Jazz,121 - 112
186,4,13/11/2022,Little Caesars Arena,Detroit Pistons,Boston Celtics,108 - 117
187,4,13/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,118 - 104
188,4,13/11/2022,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,121 - 109
189,4,13/11/2022,FTX Arena,Miami Heat,Charlotte Hornets,132 - 115
190,4,13/11/2022,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,117 - 112
191,4,13/11/2022,Smoothie King Center,New Orleans Pelicans,Houston Rockets,119 - 106
192,4,13/11/2022,Madison Square Garden,New York Knicks,Oklahoma City Thunder,135 - 145
193,4,13/11/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,124 - 129
194,4,13/11/2022,Capital One Arena,Washington Wizards,Memphis Grizzlies,102 - 92
195,4,14/11/2022,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,105 - 98
196,4,14/11/2022,United Center,Chicago Bulls,Denver Nuggets,103 - 126
197,4,14/11/2022,Golden 1 Center,Sacramento Kings,Golden State Warriors,122 - 115
198,4,14/11/2022,Crypto.com Arena,Los Angeles Lakers,Brooklyn Nets,116 - 103
199,4,15/11/2022,Little Caesars Arena,Detroit Pistons,Toronto Raptors,111 - 115
200,4,15/11/2022,Amway Center,Orlando Magic,Charlotte Hornets,105 - 112
201,4,15/11/2022,TD Garden,Boston Celtics,Oklahoma City Thunder,126 - 122
202,4,15/11/2022,FTX Arena,Miami Heat,Phoenix Suns,113 - 112
203,4,15/11/2022,Toyota Center,Houston Rockets,LA Clippers,106 - 122
204,4,15/11/2022,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,106 - 121
205,4,15/11/2022,Chase Center,Golden State Warriors,San Antonio Spurs,132 - 95
206,4,16/11/2022,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,113 - 102
207,4,16/11/2022,American Airlines Center,Dallas Mavericks,LA Clippers,103 - 101
208,4,16/11/2022,Vivint Arena,Utah Jazz,New York Knicks,111 - 118
209,4,16/11/2022,Moda Center,Portland Trail Blazers,San Antonio Spurs,117 - 110
210,4,16/11/2022,Golden 1 Center,Sacramento Kings,Brooklyn Nets,153 - 121
211,4,17/11/2022,Spectrum Center,Charlotte Hornets,Indiana Pacers,113 - 125
212,4,17/11/2022,Amway Center,Orlando Magic,Minnesota Timberwolves,108 - 126
213,4,17/11/2022,Capital One Arena,Washington Wizards,Oklahoma City Thunder,120 - 121
214,4,17/11/2022,State Farm Arena,Atlanta Hawks,Boston Celtics,101 - 126
215,4,17/11/2022,Scotiabank Arena,Toronto Raptors,Miami Heat,112 - 104
216,4,17/11/2022,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,113 - 98
217,4,17/11/2022,Smoothie King Center,New Orleans Pelicans,Chicago Bulls,124 - 110
218,4,17/11/2022,American Airlines Center,Dallas Mavericks,Houston Rockets,92 - 101
219,4,17/11/2022,Ball Arena,Denver Nuggets,New York Knicks,103 - 106
220,4,17/11/2022,Footprint Center,Phoenix Suns,Golden State Warriors,130 - 119
221,5,18/11/2022,Moda Center,Portland Trail Blazers,Brooklyn Nets,107 - 109
222,5,18/11/2022,Golden 1 Center,Sacramento Kings,San Antonio Spurs,130 - 112
223,5,18/11/2022,Crypto.com Arena,LA Clippers,Detroit Pistons,96 - 91
224,5,19/11/2022,Capital One Arena,Washington Wizards,Miami Heat,107 - 106
225,5,19/11/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,132 - 122
226,5,19/11/2022,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,110 - 102
227,5,19/11/2022,United Center,Chicago Bulls,Orlando Magic,107 - 108
228,5,19/11/2022,Toyota Center,Houston Rockets,Indiana Pacers,91 - 99
229,5,19/11/2022,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,121 - 110
230,5,19/11/2022,American Airlines Center,Dallas Mavericks,Denver Nuggets,127 - 99
231,5,19/11/2022,Smoothie King Center,New Orleans Pelicans,Boston Celtics,109 - 117
232,5,19/11/2022,Vivint Arena,Utah Jazz,Phoenix Suns,134 - 133
233,5,19/11/2022,Chase Center,Golden State Warriors,New York Knicks,111 - 101
234,5,19/11/2022,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,128 - 121
235,5,19/11/2022,State Farm Arena,Atlanta Hawks,Toronto Raptors,124 - 122
236,5,20/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,114 - 113
237,5,20/11/2022,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,109 - 112
238,5,20/11/2022,Moda Center,Portland Trail Blazers,Utah Jazz,113 - 118
239,5,20/11/2022,Crypto.com Arena,LA Clippers,San Antonio Spurs,119 - 97
240,5,20/11/2022,Footprint Center,Phoenix Suns,New York Knicks,116 - 95
241,5,20/11/2022,Capital One Arena,Washington Wizards,Charlotte Hornets,106 - 102
242,5,20/11/2022,Golden 1 Center,Sacramento Kings,Detroit Pistons,137 - 129
243,5,21/11/2022,Barclays Center,Brooklyn Nets,Memphis Grizzlies,127 - 115
244,5,21/11/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,113 - 87
245,5,21/11/2022,Toyota Center,Houston Rockets,Golden State Warriors,120 - 127
246,5,21/11/2022,American Airlines Center,Dallas Mavericks,Denver Nuggets,97 - 98
247,5,21/11/2022,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,123 - 92
248,5,22/11/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,114 - 102
249,5,22/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,123 - 102
250,5,22/11/2022,United Center,Chicago Bulls,Boston Celtics,121 - 107
251,5,22/11/2022,Fiserv Forum,Milwaukee Bucks,Portland Trail Blazers,119 - 111
252,5,22/11/2022,Target Center,Minnesota Timberwolves,Miami Heat,105 - 101
253,5,22/11/2022,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,128 - 83
254,5,22/11/2022,Paycom Center,Oklahoma City Thunder,New York Knicks,119 - 129
255,5,22/11/2022,Crypto.com Arena,LA Clippers,Utah Jazz,121 - 114
256,5,23/11/2022,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,
257,5,23/11/2022,FedExForum,Memphis Grizzlies,Sacramento Kings,
258,5,23/11/2022,Ball Arena,Denver Nuggets,Detroit Pistons,
259,5,23/11/2022,Footprint Center,Phoenix Suns,Los Angeles Lakers,
260,5,24/11/2022,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
261,5,24/11/2022,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Portland Trail Blazers,
262,5,24/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Minnesota Timberwolves,
263,5,24/11/2022,State Farm Arena,Atlanta Hawks,Sacramento Kings,
264,5,24/11/2022,TD Garden,Boston Celtics,Dallas Mavericks,
265,5,24/11/2022,FTX Arena,Miami Heat,Washington Wizards,
266,5,24/11/2022,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
267,5,24/11/2022,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,
268,5,24/11/2022,Paycom Center,Oklahoma City Thunder,Denver Nuggets,
269,5,24/11/2022,AT&T Center,San Antonio Spurs,New Orleans Pelicans,
270,5,24/11/2022,Vivint Arena,Utah Jazz,Detroit Pistons,
271,5,24/11/2022,Chase Center,Golden State Warriors,LA Clippers,
272,6,25/11/2022,Spectrum Center,Charlotte Hornets,Minnesota Timberwolves,
273,6,26/11/2022,Amway Center,Orlando Magic,Philadelphia 76ers,
274,6,26/11/2022,Madison Square Garden,New York Knicks,Portland Trail Blazers,
275,6,26/11/2022,TD Garden,Boston Celtics,Sacramento Kings,
276,6,26/11/2022,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,
277,6,26/11/2022,FTX Arena,Miami Heat,Washington Wizards,
278,6,26/11/2022,Toyota Center,Houston Rockets,Atlanta Hawks,
279,6,26/11/2022,FedExForum,Memphis Grizzlies,New Orleans Pelicans,
280,6,26/11/2022,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,
281,6,26/11/2022,Paycom Center,Oklahoma City Thunder,Chicago Bulls,
282,6,26/11/2022,AT&T Center,San Antonio Spurs,Los Angeles Lakers,
283,6,26/11/2022,Footprint Center,Phoenix Suns,Detroit Pistons,
284,6,26/11/2022,Chase Center,Golden State Warriors,Utah Jazz,
285,6,26/11/2022,Crypto.com Arena,LA Clippers,Denver Nuggets,
