Match Number,Round Number,Date,Location,Home Team,Away Team,Result
916,18,27/02/2023,Chase Center,Golden State Warriors,Minnesota Timberwolves,
917,18,27/02/2023,Moda Center,Portland Trail Blazers,Houston Rockets,
918,18,27/02/2023,Ball Arena,Denver Nuggets,LA Clippers,
919,18,28/02/2023,Spectrum Center,Charlotte Hornets,Detroit Pistons,
920,18,28/02/2023,Wells Fargo Center,Philadelphia 76ers,Miami Heat,
921,18,28/02/2023,Madison Square Garden,New York Knicks,Boston Celtics,
922,18,28/02/2023,Smoothie King Center,New Orleans Pelicans,Orlando Magic,
923,18,1/3/2023,State Farm Arena,Atlanta Hawks,Washington Wizards,
924,18,1/3/2023,Barclays Center,Brooklyn Nets,Milwaukee Bucks,
925,18,1/3/2023,Scotiabank Arena,Toronto Raptors,Chicago Bulls,
926,18,1/3/2023,Toyota Center,Houston Rockets,Denver Nuggets,
927,18,1/3/2023,FedExForum,Memphis Grizzlies,Los Angeles Lakers,
928,18,1/3/2023,Paycom Center,Oklahoma City Thunder,Sacramento Kings,
929,18,1/3/2023,American Airlines Center,Dallas Mavericks,Indiana Pacers,
930,18,1/3/2023,Vivint Arena,Utah Jazz,San Antonio Spurs,
931,18,1/3/2023,Chase Center,Golden State Warriors,Portland Trail Blazers,
932,18,1/3/2023,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,
933,18,2/3/2023,Spectrum Center,Charlotte Hornets,Phoenix Suns,
934,18,2/3/2023,Little Caesars Arena,Detroit Pistons,Chicago Bulls,
935,18,2/3/2023,TD Garden,Boston Celtics,Cleveland Cavaliers,
936,18,2/3/2023,FTX Arena,Miami Heat,Philadelphia 76ers,
937,18,2/3/2023,Madison Square Garden,New York Knicks,Brooklyn Nets,
938,18,2/3/2023,Toyota Center,Houston Rockets,Memphis Grizzlies,
939,18,2/3/2023,Fiserv Forum,Milwaukee Bucks,Orlando Magic,
940,18,2/3/2023,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,
941,18,2/3/2023,Moda Center,Portland Trail Blazers,New Orleans Pelicans,
942,19,3/3/2023,Capital One Arena,Washington Wizards,Toronto Raptors,
943,19,3/3/2023,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,
944,19,3/3/2023,AT&T Center,San Antonio Spurs,Indiana Pacers,
945,19,3/3/2023,Chase Center,Golden State Warriors,LA Clippers,
946,19,4/3/2023,Spectrum Center,Charlotte Hornets,Orlando Magic,
947,19,4/3/2023,State Farm Arena,Atlanta Hawks,Portland Trail Blazers,
948,19,4/3/2023,TD Garden,Boston Celtics,Brooklyn Nets,
949,19,4/3/2023,FTX Arena,Miami Heat,New York Knicks,
950,19,4/3/2023,United Center,Chicago Bulls,Phoenix Suns,
951,19,4/3/2023,Paycom Center,Oklahoma City Thunder,Utah Jazz,
952,19,4/3/2023,Ball Arena,Denver Nuggets,Memphis Grizzlies,
953,19,4/3/2023,Chase Center,Golden State Warriors,New Orleans Pelicans,
954,19,4/3/2023,Golden 1 Center,Sacramento Kings,LA Clippers,
955,19,4/3/2023,Crypto.com Arena,Los Angeles Lakers,Minnesota Timberwolves,
956,19,4/3/2023,Capital One Arena,Washington Wizards,Toronto Raptors,
957,19,5/3/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,
958,19,5/3/2023,FTX Arena,Miami Heat,Atlanta Hawks,
959,19,5/3/2023,AT&T Center,San Antonio Spurs,Houston Rockets,
960,19,5/3/2023,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,
961,19,5/3/2023,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,
962,19,5/3/2023,American Airlines Center,Dallas Mavericks,Phoenix Suns,
963,19,5/3/2023,United Center,Chicago Bulls,Indiana Pacers,
964,19,5/3/2023,Crypto.com Arena,Los Angeles Lakers,Golden State Warriors,
965,19,5/3/2023,Barclays Center,Brooklyn Nets,Charlotte Hornets,
966,19,5/3/2023,Amway Center,Orlando Magic,Portland Trail Blazers,
967,19,6/3/2023,Toyota Center,Houston Rockets,San Antonio Spurs,
968,19,6/3/2023,Paycom Center,Oklahoma City Thunder,Utah Jazz,
969,19,6/3/2023,TD Garden,Boston Celtics,New York Knicks,
970,19,6/3/2023,Crypto.com Arena,LA Clippers,Memphis Grizzlies,
971,19,7/3/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,
972,19,7/3/2023,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,
973,19,7/3/2023,Capital One Arena,Washington Wizards,Milwaukee Bucks,
974,19,7/3/2023,FTX Arena,Miami Heat,Atlanta Hawks,
975,19,7/3/2023,Ball Arena,Denver Nuggets,Toronto Raptors,
976,19,7/3/2023,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,
977,19,8/3/2023,Little Caesars Arena,Detroit Pistons,Portland Trail Blazers,
978,19,8/3/2023,Amway Center,Orlando Magic,Milwaukee Bucks,
979,19,8/3/2023,Madison Square Garden,New York Knicks,Charlotte Hornets,
980,19,8/3/2023,Target Center,Minnesota Timberwolves,Philadelphia 76ers,
981,19,8/3/2023,Toyota Center,Houston Rockets,Brooklyn Nets,
982,19,8/3/2023,Paycom Center,Oklahoma City Thunder,Golden State Warriors,
983,19,8/3/2023,American Airlines Center,Dallas Mavericks,Utah Jazz,
984,19,8/3/2023,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,
985,19,9/3/2023,Capital One Arena,Washington Wizards,Atlanta Hawks,
986,19,9/3/2023,TD Garden,Boston Celtics,Portland Trail Blazers,
987,19,9/3/2023,FTX Arena,Miami Heat,Cleveland Cavaliers,
988,19,9/3/2023,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,
989,19,9/3/2023,Ball Arena,Denver Nuggets,Chicago Bulls,
990,19,9/3/2023,Footprint Center,Phoenix Suns,Oklahoma City Thunder,
991,19,9/3/2023,Crypto.com Arena,LA Clippers,Toronto Raptors,
992,20,10/3/2023,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
993,20,10/3/2023,Gainbridge Fieldhouse,Indiana Pacers,Houston Rockets,
994,20,10/3/2023,Amway Center,Orlando Magic,Utah Jazz,
995,20,10/3/2023,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
996,20,10/3/2023,FedExForum,Memphis Grizzlies,Golden State Warriors,
997,20,10/3/2023,Golden 1 Center,Sacramento Kings,New York Knicks,
998,20,11/3/2023,Wells Fargo Center,Philadelphia 76ers,Portland Trail Blazers,
999,20,11/3/2023,Capital One Arena,Washington Wizards,Atlanta Hawks,
1000,20,11/3/2023,FTX Arena,Miami Heat,Cleveland Cavaliers,
1001,20,11/3/2023,Target Center,Minnesota Timberwolves,Brooklyn Nets,
1002,20,11/3/2023,AT&T Center,San Antonio Spurs,Denver Nuggets,
1003,20,11/3/2023,Crypto.com Arena,Los Angeles Lakers,Toronto Raptors,
1004,20,11/3/2023,Crypto.com Arena,LA Clippers,New York Knicks,
1005,20,12/3/2023,Spectrum Center,Charlotte Hornets,Utah Jazz,
1006,20,12/3/2023,Little Caesars Arena,Detroit Pistons,Indiana Pacers,
1007,20,12/3/2023,Amway Center,Orlando Magic,Miami Heat,
1008,20,12/3/2023,State Farm Arena,Atlanta Hawks,Boston Celtics,
1009,20,12/3/2023,Toyota Center,Houston Rockets,Chicago Bulls,
1010,20,12/3/2023,FedExForum,Memphis Grizzlies,Dallas Mavericks,
1011,20,12/3/2023,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
1012,20,12/3/2023,Chase Center,Golden State Warriors,Milwaukee Bucks,
1013,20,12/3/2023,Footprint Center,Phoenix Suns,Sacramento Kings,
1014,20,12/3/2023,Ball Arena,Denver Nuggets,Brooklyn Nets,
1015,20,12/3/2023,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
1016,20,12/3/2023,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,
1017,20,12/3/2023,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,
1018,20,12/3/2023,AT&T Center,San Antonio Spurs,Oklahoma City Thunder,
1019,20,13/03/2023,Crypto.com Arena,Los Angeles Lakers,New York Knicks,
1020,20,13/03/2023,Little Caesars Arena,Detroit Pistons,Indiana Pacers,
1021,20,13/03/2023,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,
1022,20,13/03/2023,FTX Arena,Miami Heat,Utah Jazz,
1023,20,13/03/2023,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,
1024,20,14/03/2023,Toyota Center,Houston Rockets,Boston Celtics,
1025,20,14/03/2023,Chase Center,Golden State Warriors,Phoenix Suns,
1026,20,14/03/2023,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,
1027,20,14/03/2023,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
1028,20,14/03/2023,Capital One Arena,Washington Wizards,Detroit Pistons,
1029,20,14/03/2023,Scotiabank Arena,Toronto Raptors,Denver Nuggets,
1030,20,15/03/2023,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,
1031,20,15/03/2023,Paycom Center,Oklahoma City Thunder,Brooklyn Nets,
1032,20,15/03/2023,AT&T Center,San Antonio Spurs,Orlando Magic,
1033,20,15/03/2023,Footprint Center,Phoenix Suns,Milwaukee Bucks,
1034,20,15/03/2023,Moda Center,Portland Trail Blazers,New York Knicks,
1035,20,15/03/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,
1036,20,15/03/2023,FTX Arena,Miami Heat,Memphis Grizzlies,
1037,20,16/03/2023,United Center,Chicago Bulls,Sacramento Kings,
1038,20,16/03/2023,Toyota Center,Houston Rockets,Los Angeles Lakers,
1039,20,16/03/2023,Target Center,Minnesota Timberwolves,Boston Celtics,
1040,20,16/03/2023,AT&T Center,San Antonio Spurs,Dallas Mavericks,
1041,20,16/03/2023,Crypto.com Arena,LA Clippers,Golden State Warriors,
1042,21,16/03/2023,Little Caesars Arena,Detroit Pistons,Denver Nuggets,
1043,21,16/03/2023,Barclays Center,Brooklyn Nets,Sacramento Kings,
1044,21,16/03/2023,Scotiabank Arena,Toronto Raptors,Oklahoma City Thunder,
1045,21,17/03/2023,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,
1046,21,17/03/2023,Footprint Center,Phoenix Suns,Orlando Magic,
1047,21,17/03/2023,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
1048,21,17/03/2023,State Farm Arena,Atlanta Hawks,Golden State Warriors,
1049,21,17/03/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,
1050,21,18/03/2023,United Center,Chicago Bulls,Minnesota Timberwolves,
1051,21,18/03/2023,Toyota Center,Houston Rockets,New Orleans Pelicans,
1052,21,18/03/2023,AT&T Center,San Antonio Spurs,Memphis Grizzlies,
1053,21,18/03/2023,Moda Center,Portland Trail Blazers,Boston Celtics,
1054,21,18/03/2023,Crypto.com Arena,Los Angeles Lakers,Dallas Mavericks,
1055,21,18/03/2023,Madison Square Garden,New York Knicks,Denver Nuggets,
1056,21,18/03/2023,Crypto.com Arena,LA Clippers,Orlando Magic,
1057,21,18/03/2023,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,
1058,21,18/03/2023,Scotiabank Arena,Toronto Raptors,Minnesota Timberwolves,
1059,21,19/03/2023,Capital One Arena,Washington Wizards,Sacramento Kings,
1060,21,19/03/2023,United Center,Chicago Bulls,Miami Heat,
1061,21,19/03/2023,FedExForum,Memphis Grizzlies,Golden State Warriors,
1062,21,19/03/2023,Vivint Arena,Utah Jazz,Boston Celtics,
1063,21,19/03/2023,Barclays Center,Brooklyn Nets,Denver Nuggets,
1064,21,19/03/2023,Paycom Center,Oklahoma City Thunder,Phoenix Suns,
1065,21,19/03/2023,AT&T Center,San Antonio Spurs,Atlanta Hawks,
1066,21,19/03/2023,Little Caesars Arena,Detroit Pistons,Miami Heat,
1067,21,19/03/2023,Toyota Center,Houston Rockets,New Orleans Pelicans,
1068,21,20/03/2023,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,
1069,21,20/03/2023,Moda Center,Portland Trail Blazers,LA Clippers,
1070,21,20/03/2023,Crypto.com Arena,Los Angeles Lakers,Orlando Magic,
1071,21,20/03/2023,Spectrum Center,Charlotte Hornets,Indiana Pacers,
1072,21,20/03/2023,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,
1073,21,20/03/2023,Madison Square Garden,New York Knicks,Minnesota Timberwolves,
1074,21,21/03/2023,Toyota Center,Houston Rockets,Golden State Warriors,
1075,21,21/03/2023,FedExForum,Memphis Grizzlies,Dallas Mavericks,
1076,21,21/03/2023,Vivint Arena,Utah Jazz,Sacramento Kings,
1077,21,21/03/2023,Amway Center,Orlando Magic,Washington Wizards,
1078,21,21/03/2023,State Farm Arena,Atlanta Hawks,Detroit Pistons,
1079,21,21/03/2023,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,
1080,21,22/03/2023,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,
1081,21,22/03/2023,Golden 1 Center,Sacramento Kings,Boston Celtics,
1082,21,22/03/2023,Crypto.com Arena,LA Clippers,Oklahoma City Thunder,
1083,21,22/03/2023,Capital One Arena,Washington Wizards,Denver Nuggets,
1084,21,22/03/2023,FTX Arena,Miami Heat,New York Knicks,
1085,21,22/03/2023,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
1086,21,22/03/2023,American Airlines Center,Dallas Mavericks,Golden State Warriors,
1087,21,23/03/2023,United Center,Chicago Bulls,Philadelphia 76ers,
1088,21,23/03/2023,FedExForum,Memphis Grizzlies,Houston Rockets,
1089,21,23/03/2023,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,
1090,21,23/03/2023,Target Center,Minnesota Timberwolves,Atlanta Hawks,
1091,21,23/03/2023,Vivint Arena,Utah Jazz,Portland Trail Blazers,
1092,21,23/03/2023,Crypto.com Arena,Los Angeles Lakers,Phoenix Suns,
1093,22,23/03/2023,Amway Center,Orlando Magic,New York Knicks,
1094,22,23/03/2023,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,
1095,22,24/03/2023,Smoothie King Center,New Orleans Pelicans,Charlotte Hornets,
1096,22,24/03/2023,Crypto.com Arena,LA Clippers,Oklahoma City Thunder,
1097,22,24/03/2023,TD Garden,Boston Celtics,Indiana Pacers,
1098,22,24/03/2023,Capital One Arena,Washington Wizards,San Antonio Spurs,
1099,22,24/03/2023,Scotiabank Arena,Toronto Raptors,Detroit Pistons,
1100,22,25/03/2023,FedExForum,Memphis Grizzlies,Houston Rockets,
1101,22,25/03/2023,American Airlines Center,Dallas Mavericks,Charlotte Hornets,
1102,22,25/03/2023,Vivint Arena,Utah Jazz,Milwaukee Bucks,
1103,22,25/03/2023,Chase Center,Golden State Warriors,Philadelphia 76ers,
1104,22,25/03/2023,Moda Center,Portland Trail Blazers,Chicago Bulls,
1105,22,25/03/2023,Golden 1 Center,Sacramento Kings,Phoenix Suns,
1106,22,25/03/2023,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,
1107,22,25/03/2023,State Farm Arena,Atlanta Hawks,Indiana Pacers,
1108,22,26/03/2023,FTX Arena,Miami Heat,Brooklyn Nets,
1109,22,26/03/2023,Ball Arena,Denver Nuggets,Milwaukee Bucks,
1110,22,26/03/2023,Footprint Center,Phoenix Suns,Philadelphia 76ers,
1111,22,26/03/2023,Golden 1 Center,Sacramento Kings,Utah Jazz,
1112,22,26/03/2023,Crypto.com Arena,LA Clippers,New Orleans Pelicans,
1113,22,26/03/2023,Spectrum Center,Charlotte Hornets,Dallas Mavericks,
1114,22,26/03/2023,Crypto.com Arena,Los Angeles Lakers,Chicago Bulls,
1115,22,26/03/2023,State Farm Arena,Atlanta Hawks,Memphis Grizzlies,
1116,22,26/03/2023,TD Garden,Boston Celtics,San Antonio Spurs,
1117,22,26/03/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,
1118,22,26/03/2023,Amway Center,Orlando Magic,Brooklyn Nets,
1119,22,26/03/2023,Scotiabank Arena,Toronto Raptors,Washington Wizards,
1120,22,26/03/2023,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,
1121,22,27/03/2023,Chase Center,Golden State Warriors,Minnesota Timberwolves,
1122,22,27/03/2023,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
1123,22,27/03/2023,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,
1124,22,27/03/2023,Madison Square Garden,New York Knicks,Houston Rockets,
1125,22,28/03/2023,Vivint Arena,Utah Jazz,Phoenix Suns,
1126,22,28/03/2023,Ball Arena,Denver Nuggets,Philadelphia 76ers,
1127,22,28/03/2023,Moda Center,Portland Trail Blazers,New Orleans Pelicans,
1128,22,28/03/2023,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,
1129,22,28/03/2023,Crypto.com Arena,LA Clippers,Chicago Bulls,
1130,22,28/03/2023,Capital One Arena,Washington Wizards,Boston Celtics,
1131,22,28/03/2023,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,
1132,22,28/03/2023,Scotiabank Arena,Toronto Raptors,Miami Heat,
1133,22,29/03/2023,FedExForum,Memphis Grizzlies,Orlando Magic,
1134,22,29/03/2023,Paycom Center,Oklahoma City Thunder,Charlotte Hornets,
1135,22,29/03/2023,Chase Center,Golden State Warriors,New Orleans Pelicans,
1136,22,29/03/2023,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,
1137,22,29/03/2023,Barclays Center,Brooklyn Nets,Houston Rockets,
1138,22,29/03/2023,Madison Square Garden,New York Knicks,Miami Heat,
1139,22,29/03/2023,Wells Fargo Center,Philadelphia 76ers,Dallas Mavericks,
1140,22,30/03/2023,United Center,Chicago Bulls,Los Angeles Lakers,
1141,22,30/03/2023,FedExForum,Memphis Grizzlies,LA Clippers,
1142,22,30/03/2023,Paycom Center,Oklahoma City Thunder,Detroit Pistons,
1143,22,30/03/2023,AT&T Center,San Antonio Spurs,Utah Jazz,
1144,22,30/03/2023,Footprint Center,Phoenix Suns,Minnesota Timberwolves,
1145,22,30/03/2023,Moda Center,Portland Trail Blazers,Sacramento Kings,
1146,23,30/03/2023,Fiserv Forum,Milwaukee Bucks,Boston Celtics,
1147,23,31/03/2023,Ball Arena,Denver Nuggets,New Orleans Pelicans,
1148,23,31/03/2023,Spectrum Center,Charlotte Hornets,Chicago Bulls,
1149,23,31/03/2023,Gainbridge Fieldhouse,Indiana Pacers,Oklahoma City Thunder,
1150,23,31/03/2023,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,
1151,23,31/03/2023,Capital One Arena,Washington Wizards,Orlando Magic,
1152,23,31/03/2023,TD Garden,Boston Celtics,Utah Jazz,
1153,23,31/03/2023,Barclays Center,Brooklyn Nets,Atlanta Hawks,
1154,23,31/03/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,
1155,23,1/4/2023,Toyota Center,Houston Rockets,Detroit Pistons,
1156,23,1/4/2023,FedExForum,Memphis Grizzlies,LA Clippers,
1157,23,1/4/2023,Target Center,Minnesota Timberwolves,Los Angeles Lakers,
1158,23,1/4/2023,Chase Center,Golden State Warriors,San Antonio Spurs,
1159,23,1/4/2023,Moda Center,Portland Trail Blazers,Sacramento Kings,
1160,23,1/4/2023,Footprint Center,Phoenix Suns,Denver Nuggets,
1161,23,1/4/2023,FTX Arena,Miami Heat,Dallas Mavericks,
1162,23,2/4/2023,Smoothie King Center,New Orleans Pelicans,LA Clippers,
1163,23,2/4/2023,Spectrum Center,Charlotte Hornets,Toronto Raptors,
1164,23,2/4/2023,Barclays Center,Brooklyn Nets,Utah Jazz,
1165,23,2/4/2023,United Center,Chicago Bulls,Memphis Grizzlies,
1166,23,2/4/2023,Target Center,Minnesota Timberwolves,Portland Trail Blazers,
1167,23,2/4/2023,State Farm Arena,Atlanta Hawks,Dallas Mavericks,
1168,23,2/4/2023,Madison Square Garden,New York Knicks,Washington Wizards,
1169,23,2/4/2023,Amway Center,Orlando Magic,Detroit Pistons,
1170,23,2/4/2023,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
1171,23,2/4/2023,Toyota Center,Houston Rockets,Los Angeles Lakers,
1172,23,2/4/2023,Paycom Center,Oklahoma City Thunder,Phoenix Suns,
1173,23,3/4/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,
1174,23,3/4/2023,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,
1175,23,3/4/2023,Ball Arena,Denver Nuggets,Golden State Warriors,
1176,23,4/4/2023,Spectrum Center,Charlotte Hornets,Toronto Raptors,
1177,23,4/4/2023,Little Caesars Arena,Detroit Pistons,Miami Heat,
1178,23,4/4/2023,Amway Center,Orlando Magic,Cleveland Cavaliers,
1179,23,4/4/2023,Capital One Arena,Washington Wizards,Milwaukee Bucks,
1180,23,4/4/2023,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,
1181,23,5/4/2023,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,
1182,23,5/4/2023,United Center,Chicago Bulls,Atlanta Hawks,
1183,23,5/4/2023,Toyota Center,Houston Rockets,Denver Nuggets,
1184,23,5/4/2023,FedExForum,Memphis Grizzlies,Portland Trail Blazers,
1185,23,5/4/2023,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,
1186,23,5/4/2023,Vivint Arena,Utah Jazz,Los Angeles Lakers,
1187,23,5/4/2023,Chase Center,Golden State Warriors,Oklahoma City Thunder,
1188,23,5/4/2023,Footprint Center,Phoenix Suns,San Antonio Spurs,
1189,23,5/4/2023,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,
1190,23,5/4/2023,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,
1191,23,5/4/2023,State Farm Arena,Atlanta Hawks,Washington Wizards,
1192,23,5/4/2023,TD Garden,Boston Celtics,Toronto Raptors,
1193,23,5/4/2023,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,
1194,23,6/4/2023,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,
1195,23,6/4/2023,American Airlines Center,Dallas Mavericks,Sacramento Kings,
1196,23,6/4/2023,Crypto.com Arena,LA Clippers,Los Angeles Lakers,
1197,24,6/4/2023,Amway Center,Orlando Magic,Cleveland Cavaliers,
1198,24,6/4/2023,Wells Fargo Center,Philadelphia 76ers,Miami Heat,
1199,24,7/4/2023,Moody Center,San Antonio Spurs,Portland Trail Blazers,
1200,24,7/4/2023,Vivint Arena,Utah Jazz,Oklahoma City Thunder,
1201,24,7/4/2023,Footprint Center,Phoenix Suns,Denver Nuggets,
1202,24,7/4/2023,Spectrum Center,Charlotte Hornets,Houston Rockets,
1203,24,7/4/2023,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,
1204,24,7/4/2023,Capital One Arena,Washington Wizards,Miami Heat,
1205,24,7/4/2023,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,
1206,24,7/4/2023,TD Garden,Boston Celtics,Toronto Raptors,
1207,24,7/4/2023,Barclays Center,Brooklyn Nets,Orlando Magic,
1208,24,8/4/2023,Fiserv Forum,Milwaukee Bucks,Memphis Grizzlies,
1209,24,8/4/2023,Smoothie King Center,New Orleans Pelicans,New York Knicks,
1210,24,8/4/2023,American Airlines Center,Dallas Mavericks,Chicago Bulls,
1211,24,8/4/2023,Golden 1 Center,Sacramento Kings,Golden State Warriors,
1212,24,8/4/2023,Crypto.com Arena,Los Angeles Lakers,Phoenix Suns,
1213,24,8/4/2023,Vivint Arena,Utah Jazz,Denver Nuggets,
1214,24,8/4/2023,Moody Center,San Antonio Spurs,Minnesota Timberwolves,
1215,24,8/4/2023,Crypto.com Arena,LA Clippers,Portland Trail Blazers,
1216,24,9/4/2023,TD Garden,Boston Celtics,Atlanta Hawks,
1217,24,9/4/2023,Barclays Center,Brooklyn Nets,Philadelphia 76ers,
1218,24,9/4/2023,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,
1219,24,9/4/2023,FTX Arena,Miami Heat,Orlando Magic,
1220,24,9/4/2023,Madison Square Garden,New York Knicks,Indiana Pacers,
1221,24,9/4/2023,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,
1222,24,9/4/2023,Capital One Arena,Washington Wizards,Houston Rockets,
1223,24,9/4/2023,United Center,Chicago Bulls,Detroit Pistons,
1224,24,9/4/2023,American Airlines Center,Dallas Mavericks,San Antonio Spurs,
1225,24,9/4/2023,Target Center,Minnesota Timberwolves,New Orleans Pelicans,
1226,24,9/4/2023,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
1227,24,9/4/2023,Ball Arena,Denver Nuggets,Sacramento Kings,
1228,24,9/4/2023,Crypto.com Arena,Los Angeles Lakers,Utah Jazz,
1229,24,9/4/2023,Footprint Center,Phoenix Suns,LA Clippers,
1230,24,9/4/2023,Moda Center,Portland Trail Blazers,Golden State Warriors,